country,happiness_rank,happiness_score,upper_confidence_interval,lower_confidence_interval,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,dystopia_residual,logged_gdp_per_capita,region
Ukraine,132.0,4.09600019454956,4.18541010454297,4.00659028455615,1.39453756809235,44.505857419967676,0.122974775731564,0.270061463117599,0.0230294708162546,0.814382314682007,6.797551888184919,Commonwealth of Independent States
Uganda,133.0,4.08099985122681,4.19579996705055,3.96619973540306,1.12982773780823,16.818647840023047,0.443185955286026,0.325766056776047,0.057069718837738,1.526362657547,5.946547500447632,Sub-Saharan Africa
Burkina Faso,134.0,4.03200006484985,4.12405906438828,3.93994106531143,1.04328000545502,16.680444309711493,0.324367851018906,0.250864684581757,0.120328105986118,1.72721290588379,5.861434769766379,Sub-Saharan Africa
Niger,135.0,4.02799987792969,4.11194681972265,3.94405293613672,0.993025004863739,20.75006694316866,0.36365869641304,0.228673845529556,0.138572946190834,1.87398338317871,5.093292002341257,Sub-Saharan Africa
Malawi,136.0,3.97000002861023,4.07747881740332,3.86252123981714,0.512568831443787,24.35012300491336,0.466914653778076,0.287170469760895,0.0727116540074348,2.08178615570068,5.45720838589586,Sub-Saharan Africa
Chad,137.0,3.93600010871887,4.0347115239501,3.83728869348764,0.953855872154236,3.1788907814025857,0.16234202682972,0.216113850474358,0.0535818822681904,2.07123804092407,6.0845289966358855,Sub-Saharan Africa
Zimbabwe,138.0,3.875,3.97869964271784,3.77130035728216,1.08309590816498,15.205902900695785,0.336384207010269,0.189143493771553,0.0953753814101219,1.59797024726868,5.931838035520982,Sub-Saharan Africa
Lesotho,139.0,3.80800008773804,4.04434397548437,3.5716561999917,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,1.42983531951904,6.2577082899472005,Sub-Saharan Africa
Angola,140.0,3.79500007629395,3.95164193540812,3.63835821717978,1.10441195964813,3.8538504803180706,0.0,0.097926490008831,0.0697203353047371,1.61448240280151,6.7562672613754895,
Afghanistan,141.0,3.79399991035461,3.87366141527891,3.71433840543032,0.581543326377869,13.968111069202418,0.106179520487785,0.311870932579041,0.0611578300595284,2.15080118179321,5.997638493205121,South Asia
Botswana,142.0,3.76600003242493,3.87412266626954,3.65787739858031,1.22155499458313,26.410865764617927,0.505196332931519,0.0993484482169151,0.0985831990838051,0.3779137134552,7.023842793038616,Sub-Saharan Africa
Benin,143.0,3.65700006484985,3.74578355133533,3.56821657836437,0.435299843549728,16.22340672969816,0.425962775945663,0.207948461174965,0.0609290152788162,1.88563096523285,6.068623271791201,Sub-Saharan Africa
Madagascar,144.0,3.64400005340576,3.71431910589337,3.57368100091815,0.913020372390747,28.99725730419159,0.189196765422821,0.208732530474663,0.0672319754958153,1.58461260795593,5.726224404067381,Sub-Saharan Africa
Haiti,145.0,3.6029999256134,3.73471479773521,3.47128505349159,0.640449821949005,21.431376929283164,0.0303698573261499,0.489203780889511,0.0998721495270729,1.69716763496399,5.912449106889565,Latin America and Caribbean
Yemen,146.0,3.59299993515015,3.69275031983852,3.49324955046177,0.93538224697113,23.963053164482087,0.249463722109795,0.104125209152699,0.0567674227058887,1.34560060501099,6.384660440887348,Middle East and North Africa
South Sudan,147.0,3.59100008010864,3.72553858578205,3.45646157443523,0.601323127746582,12.634198379516569,0.147062435746193,0.285670816898346,0.116793513298035,1.87956738471985,5.987076498075629,
Liberia,148.0,3.53299999237061,3.65375626087189,3.41224372386932,0.872117936611176,17.76807824850083,0.332881182432175,0.26654988527298,0.0389482490718365,1.67328596115112,4.787839957551429,Sub-Saharan Africa
Guinea,149.0,3.50699996948242,3.58442812889814,3.4295718100667,0.791244685649872,15.00229987621309,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,5.503500307800517,Sub-Saharan Africa
Togo,150.0,3.49499988555908,3.59403811171651,3.39596165940166,0.431882530450821,19.096318345069914,0.38042613863945,0.196896150708199,0.0956650152802467,1.83722925186157,5.725037371758126,Sub-Saharan Africa
Rwanda,151.0,3.47099995613098,3.54303023353219,3.39896967872977,0.945707023143768,25.226109108924835,0.581843852996826,0.252756029367447,0.455220013856888,0.540061235427856,5.912815994673176,Sub-Saharan Africa
Syria,152.0,3.46199989318848,3.66366855680943,3.26033122956753,0.396102607250214,38.681216697692854,0.0815394446253777,0.493663728237152,0.151347130537033,1.06157350540161,6.656923335588686,
Tanzania,153.0,3.34899997711182,3.46142975538969,3.23657019883394,1.04198980331421,28.169277505874604,0.390017777681351,0.354256361722946,0.0660351067781448,0.621130466461182,6.238589972993229,Sub-Saharan Africa
Burundi,154.0,2.90499997138977,3.07469033300877,2.73530960977077,0.629793584346771,11.716481981277465,0.0599007532000542,0.204435184597969,0.0841479450464249,1.68302416801453,4.528532834061856,Sub-Saharan Africa
Central African Republic,155.0,2.69300007820129,2.86488426923752,2.52111588716507,0.0,1.450753166377541,0.270842045545578,0.280876487493515,0.0565650761127472,2.06600475311279,0.0,
Comoros,,,,,,,,,,,,Sub-Saharan Africa
Gambia,,,,,,,,,,,,Sub-Saharan Africa
Laos,,,,,,,,,,,,Southeast Asia
